Gender,Race/Ethnicity,Home_City,Preferred_Langauge,Hobby_Interest,Budget (in millions),Fathers_Occupation,Mothers_Occupation,Study_Group,Degree_Program,Matric_Marks,Inter_Marks,Year_of_Admission,Campus,University
female,Punjabi,Islamabad,Urdu,Nothing,3,Doctor,Teacher,Commerce,BBA,967,1010,2020,Islamabad,FAST NUCES
male,Pashtun,Peshawar,Hinko,Nothing,1,Engrr,Doctor,Commerce,BBA,978,902,2019,Islamabad,AU (Air University)
male,Other,Islamabad,Punjabi,Gaming,6.3,Doctor,Teacher,Pre-Engrr,BSEE,978,1005,2019,Karachi,Aga Khan
female,Kashmiris,Lahore,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSEE,780,810,2019,Peshawar,IMsciences
female,Punjabi,Islamabad,Urdu,Nothing,6,Doctor,Teacher,Pre-Med,MBBS,969,893,2020,Islamabad,PU (University of Punjab)
male,Sindhi,Lahore,Punjabi,Sports,4,Engrr,House Wife,Commerce,BBA,840,852,2019,Karachi,IBA
male,Other,Karachi,Urdu,Gaming,6.8,Doctor,Teacher,Pre-Med,MBBS,999,1000,2019,Karachi,Aga Khan
male,Kashmiris,Abbotabad,Urdu,Writing,1,Doctor,Doctor,Pre-Med,MBBS,800,900,2019,Peshawar,KMC
male,Punjabi,Islamabad,Pashto,Reading,1,Doctor,Doctor,Pre-Med,BSBotany,900,970,2018,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Lahore,Punjabi,Writing,2,Engrr,Doctor,CS,BSCS,999,956,2019,Islamabad,COMSATS
male,Punjabi,Karachi,Urdu,Nothing,3,Doctor,House Wife,Pre-Med,MBBS,900,920,2020,Lahore,UHS
male,Pashtun,Karachi,Pashto,Nothing,3,Engrr,Doctor,Commerce,BSAF,875,841,2019,Karachi,IBA
female,Pashtun,Islamabad,Urdu,Gaming,1.5,Doctor,House Wife,Pre-Engrr,BSEE,752,750,2019,Peshawar,Abasyn University
female,Pashtun,Islamabad,Urdu,Gaming,2,Doctor,Doctor,CS,BSCS,752,750,2019,Peshawar,Abasyn University
male,Other,Kohat,Urdu,Nothing,8,Engrr,Doctor,Commerce,BSEconomics,920,740,2019,Lahore,Government College University (GCU)
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSMech,780,810,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Pashto,Sports,4,Engrr,House Wife,Pre-Engrr,BSMech,698,760,2019,Peshawar,UET
male,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,House Wife,Pre-Engrr,BSEE,780,882,2019,Peshawar,UET
male,Baloch,Mardan,Urdu,Sports,3,Army,House Wife,Pre-Med,MBBS,900,900,2019,Lahore,UHS
male,Punjabi,Karachi,Urdu,Writing,5,Engrr,House Wife,Commerce,BBA,740,825,2019,Karachi,IBA
female,Punjabi,Lahore,Punjabi,Nothing,2.8,Doctor,Doctor,Pre-Med,Biochemistry,999,952,2019,Lahore,UMT
female,Other,Peshawar,Urdu,Writing,2,Doctor,Doctor,Commerce,BBA,960,940,2020,Peshawar,IMsciences
female,Pashtun,Abbotabad,Punjabi,Sports,2,Engrr,House Wife,Pre-Engrr,BSMech,750,811,2019,Peshawar,CECOS
male,Other,Karachi,Urdu,Nothing,3,Doctor,House Wife,Commerce,BSAF,888,746,2020,Islamabad,Iqra University
male,Pashtun,Islamabad,Urdu,Writing,1,Doctor,Doctor,Pre-Med,BSBotany,750,870,2018,Islamabad,Quaid-i-Azam University (QAU)
female,Punjabi,Islamabad,Urdu,Nothing,3.8,Doctor,Teacher,Pre-Med,MBBS,969,893,2020,Islamabad,PU (University of Punjab)
male,Muhajirs,Islamabad,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSMech,956,950,2019,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Writing,2,Engrr,Doctor,CS,BSCS,987,967,2019,Islamabad,COMSATS
male,Baloch,Other,Urdu,Sports,2,Engrr,Teacher,Pre-Engrr,BSEE,700,890,2019,Peshawar,IMsciences
male,Punjabi,Lahore,Urdu,Sports,2,Engrr,Doctor,Commerce,BSAF,890,841,2019,Peshawar,Islamia College University
female,Pashtun,Kohat,Punjabi,Reading,2,Engrr,House Wife,Pre-Engrr,BSMech,900,910,2019,Peshawar,IMsciences
female,Punjabi,Islamabad,Punjabi,Sports,3,Engrr,Doctor,Commerce,BSAF,752,763,2019,Lahore,UMT
male,Pashtun,Kohat,Hinko,Gaming,4,Engrr,Teacher,Pre-Engrr,BSCivil,789,812,2019,Peshawar,IMsciences
female,Pashtun,Peshawar,Pashto,Writing,0.6,Engrr,House Wife,Pre-Med,MBBS,900,920,2019,Peshawar,KMC
male,Punjabi,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Engrr,BSEE,865,952,2020,Karachi,Iqra University
male,Other,Lahore,Urdu,Writing,1,Doctor,Teacher,Pre-Engrr,BSEE,1004,920,2019,Islamabad,NUST
male,Other,Karachi,Urdu,Gaming,1,Doctor,House Wife,Pre-Engrr,BSCivil,990,999,2019,Karachi,NUST
female,Other,Karachi,Urdu,Gaming,4,Engrr,House Wife,Pre-Engrr,BSCS,807,952,2019,Karachi,IBA
female,Punjabi,Lahore,Punjabi,Nothing,2.5,Doctor,Doctor,Pre-Med,Biochemistry,999,952,2019,Lahore,UMT
female,Punjabi,Islamabad,Punjabi,Writing,2,Army,House Wife,Pre-Engrr,BSMech,823,852,2019,Karachi,NED
male,Other,Peshawar,Urdu,Nothing,2,Army,House Wife,Commerce,BBA,970,910,2019,Islamabad,COMSATS
male,Other,Peshawar,Urdu,Nothing,1.5,Doctor,House Wife,Commerce,BBA,975,790,2020,Islamabad,AU (Air University)
male,Other,Sialkot,Urdu,Gaming,7,Doctor,Teacher,Pre-Med,MBBS,1000,1098,2019,Karachi,Aga Khan
male,Other,Lahore,Punjabi,Nothing,1.3,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Punjabi,Lahore,Punjabi,Nothing,2.6,Engrr,Doctor,Commerce,BSCS,763,799,2019,Lahore,UMT
male,Pashtun,Peshawar,Urdu,Nothing,1,Doctor,House Wife,CS,BSCS,920,950,2020,Islamabad,COMSATS
female,Other,Kohat,Urdu,Sports,7,Engrr,Doctor,CS,BSCS,823,852,2020,Lahore,Government College University (GCU)
male,Pashtun,Peshawar,Urdu,Sports,2,Engrr,House Wife,CS,BSCS,900,870,2019,Peshawar,FAST NUCES
female,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,House Wife,Pre-Med,BSPharmacy,752,750,2019,Peshawar,CECOS
male,Punjabi,Islamabad,Urdu,Nothing,3,Retired,Doctor,Pre-Med,BSPharmacy,752,790,2019,Peshawar,CECOS
male,Pashtun,Islamabad,Urdu,Reading,0.8,Engrr,House Wife,CS,BSCS,900,852,2019,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Lahore,Punjabi,Writing,2,Engrr,Doctor,CS,BSCS,999,956,2019,Islamabad,COMSATS
female,Punjabi,Sialkot,Urdu,Gaming,4,Retired,Doctor,Pre-Med,MBBS,999,952,2020,Lahore,PU (University of Punjab)
male,Pashtun,Kohat,Pashto,Sports,2,Retired,Doctor,Pre-Engrr,BSMech,704,841,2019,Peshawar,CECOS
male,Pashtun,Peshawar,Urdu,Sports,2,Engrr,House Wife,CS,BSCS,900,870,2019,Peshawar,FAST NUCES
male,Other,Islamabad,Urdu,Nothing,2,Engrr,Doctor,Commerce,BBA,988,900,2019,Islamabad,COMSATS
male,Pashtun,Karachi,Pashto,Nothing,3,Doctor,House Wife,Commerce,BSEconomics,874,895,2019,Karachi,IBA
male,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,Doctor,Commerce,BSAF,900,958,2019,Islamabad,Bahria University
male,Other,Karachi,Urdu,Nothing,2,Doctor,House Wife,Pre-Engrr,BSCS,990,990,2020,Karachi,NUST
male,Punjabi,Lahore,Urdu,Nothing,7,Engrr,Doctor,Commerce,BSEconomics,823,852,2020,Lahore,Government College University (GCU)
male,Other,Kohat,Pashto,Sports,2,Engrr,Doctor,Pre-Engrr,BSMech,760,763,2019,Peshawar,CECOS
female,Other,Islamabad,Punjabi,Writing,2,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Punjabi,Abbotabad,Urdu,Gaming,1,Engrr,Doctor,Pre-Engrr,BSEconomics,823,852,2020,Karachi,Iqra University
female,Other,Lahore,Urdu,Sports,7,Doctor,Teacher,CS,BSCS,970,1000,2019,Lahore,LUMS
female,Punjabi,Islamabad,Urdu,Gaming,1,Engrr,House Wife,Commerce,BBA,970,966,2019,Islamabad,COMSATS
male,Pashtun,Peshawar,Urdu,Gaming,2,Engrr,Doctor,CS,BSMech,990,968,2019,Islamabad,COMSATS
male,Punjabi,Karachi,Urdu,Nothing,2.5,Doctor,House Wife,Pre-Med,MBBS,900,920,2020,Lahore,UHS
male,Other,Karachi,Urdu,Sports,2,Engrr,Doctor,Pre-Med,BSBotany,920,740,2019,Lahore,Government College University (GCU)
male,Kashmiris,Other,Urdu,Nothing,0.6,Engrr,House Wife,Pre-Med,MBBS,800,820,2019,Peshawar,KMC
female,Pashtun,Islamabad,Pashto,Nothing,2,Doctor,House Wife,CS,BSCS,901,960,2020,Islamabad,AU (Air University)
male,Other,Lahore,Punjabi,Nothing,2.5,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Other,Peshawar,Pashto,Writing,0.8,Engrr,House Wife,CS,BSCS,850,965,2019,Islamabad,Quaid-i-Azam University (QAU)
male,Pashtun,Peshawar,Urdu,Gaming,10,Doctor,Doctor,Pre-Med,Forensics,902,986,2019,Peshawar,Northwest School of Medicine
male,Sindhi,Abbotabad,Urdu,Sports,4,Retired,Doctor,Pre-Med,BSPharmacy,785,705,2019,Peshawar,CECOS
female,Punjabi,Lahore,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSCivil,830,860,2020,Islamabad,AU (Air University)
female,Other,Kohat,Urdu,Gaming,10,Doctor,Doctor,Pre-Med,Pharmacology,952,924,2019,Peshawar,Northwest School of Medicine
male,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,Pre-Engrr,BSBotany,900,900,2019,Peshawar,Abdul Wali Khan University
female,Brahuis,Other,Urdu,Gaming,2,Engrr,House Wife,CS,BSCS,970,868,2019,Peshawar,FAST NUCES
female,Pashtun,Abbotabad,Punjabi,Sports,2,Engrr,House Wife,Pre-Engrr,BSMech,750,811,2019,Peshawar,CECOS
male,Other,Peshawar,Urdu,Nothing,1,Engrr,House Wife,CS,BSCS,950,954,2018,Islamabad,Quaid-i-Azam University (QAU)
male,Other,Islamabad,Punjabi,Gaming,7,Doctor,Teacher,Pre-Engrr,BSEE,999,1010,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Urdu,Nothing,0.6,Engrr,House Wife,Pre-Med,MBBS,968,842,2019,Peshawar,KMC
male,Other,Islamabad,Urdu,Writing,3,Doctor,House Wife,CS,BBA,807,752,2019,Karachi,IBA
female,Punjabi,Islamabad,Urdu,Gaming,1,Retired,Doctor,Pre-Engrr,BSCS,978,776,2019,Islamabad,AU (Air University)
female,Kashmiris,Islamabad,Urdu,Nothing,2,Retired,Doctor,CS,BSCS,982,852,2020,Islamabad,Bahria University
female,Pashtun,Peshawar,Urdu,Nothing,3,Retired,Teacher,CS,BSAI,985,987,2019,Peshawar,Abdul Wali Khan University
male,Other,Islamabad,Urdu,Nothing,2,Doctor,Teacher,Pre-Engrr,BSCivil,729,803,2019,Peshawar,IMsciences
female,Other,Peshawar,Urdu,Writing,1.5,Doctor,Doctor,Pre-Engrr,BSMech,988,760,2019,Islamabad,AU (Air University)
male,Pashtun,Peshawar,Urdu,Nothing,1.2,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Other,Karachi,Urdu,Sports,3,Engrr,Doctor,CS,BSCS,804,854,2019,Karachi,IBA
male,Pashtun,Islamabad,Urdu,Sports,10,Doctor,Doctor,Pre-Med,Physiology,998,998,2019,Peshawar,Northwest School of Medicine
male,Other,Lahore,Urdu,Gaming,8,Engrr,Doctor,CS,BSIT,900,910,2019,Lahore,LUMS
female,Sindhi,Karachi,Urdu,Gaming,2,Engrr,Doctor,Pre-Engrr,BSEE,999,980,2019,Karachi,NUST
male,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,Pre-Med,BSBotany,985,987,2019,Peshawar,Abdul Wali Khan University
male,Kashmiris,Islamabad,Urdu,Writing,2,Doctor,House Wife,Pre-Engrr,BSSE,860,950,2019,Karachi,Bahria University
female,Punjabi,Lahore,Punjabi,Gaming,4,Engrr,House Wife,Commerce,BBA,895,900,2019,Lahore,PU (University of Punjab)
female,Sindhi,Karachi,Urdu,Nothing,3,Engrr,Teacher,Commerce,BSEconomics,823,852,2019,Karachi,NED
female,Pashtun,Islamabad,Pashto,Gaming,1,Engrr,Doctor,Pre-Engrr,BSCS,985,951,2019,Islamabad,Iqra University
male,Other,Islamabad,Urdu,Nothing,1,Doctor,Doctor,Pre-Engrr,BSCS,700,780,2019,Karachi,Bahria University
female,Pashtun,Peshawar,Urdu,Nothing,2,Retired,Teacher,CS,BSAI,985,987,2019,Peshawar,Abdul Wali Khan University
male,Other,Peshawar,Urdu,Sports,4,Engrr,House Wife,Pre-Engrr,BSCivil,730,795,2019,Peshawar,UET
male,Other,Islamabad,Punjabi,Nothing,1.5,Engrr,House Wife,CS,BSCS,978,850,2019,Islamabad,AU (Air University)
male,Pashtun,Karachi,Hinko,Writing,4,Doctor,House Wife,Commerce,BSEconomics,862,875,2019,Karachi,IBA
male,Punjabi,Sialkot,Punjabi,Sports,3,Doctor,House Wife,CS,BSCS,755,712,2019,Lahore,UMT
female,Other,Kohat,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,Pharmacology,856,998,2020,Peshawar,Northwest School of Medicine
male,Punjabi,Lahore,Urdu,Gaming,3,Doctor,House Wife,Pre-Engrr,BSMech,879,988,2019,Islamabad,AU (Air University)
female,Other,Karachi,Urdu,Gaming,1,Doctor,House Wife,CS,BSCS,818,843,2020,Islamabad,Iqra University
female,Punjabi,Abbotabad,Urdu,Gaming,7,Engrr,House Wife,Pre-Engrr,BSEE,820,895,2019,Lahore,Government College University (GCU)
male,Other,Peshawar,Urdu,Reading,7,Engrr,Doctor,Pre-Engrr,BSEE,823,852,2019,Lahore,Government College University (GCU)
male,Other,Kohat,Hinko,Reading,7,Army,Doctor,Pre-Engrr,BSCS,870,800,2019,Lahore,LUMS
female,Pashtun,Peshawar,Pashto,Writing,2,Engrr,Teacher,Pre-Engrr,BSEE,900,970,2020,Peshawar,IMsciences
male,Punjabi,Islamabad,Urdu,Gaming,2,Doctor,Doctor,CS,BSCS,890,890,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Islamabad,Urdu,Sports,3,Doctor,House Wife,Pre-Engrr,BSMech,987,986,2019,Lahore,UMT
male,Pashtun,Kohat,Urdu,Gaming,0.8,Doctor,House Wife,Pre-Med,BSBotany,800,890,2019,Peshawar,UOP
male,Other,Karachi,Urdu,Gaming,3,Doctor,Teacher,Pre-Med,MBBS,1001,950,2019,Lahore,UHS
female,Pashtun,Lahore,Urdu,Nothing,3,Engrr,House Wife,Pre-Engrr,BSAI,820,895,2019,Islamabad,PIEAS
female,Other,Islamabad,Urdu,Nothing,3,Doctor,House Wife,Commerce,BSAF,765,963,2019,Islamabad,Iqra University
male,Other,Karachi,Urdu,Nothing,7,Doctor,Teacher,CS,BSCS,980,990,2019,Karachi,Aga Khan
male,Other,Islamabad,Urdu,Nothing,1,Engrr,House Wife,CS,BSCS,809,852,2019,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Karachi,Urdu,Nothing,1,Doctor,House Wife,Pre-Engrr,BSEE,865,952,2020,Karachi,Iqra University
male,Other,Lahore,Urdu,Reading,6.5,Doctor,House Wife,Pre-Engrr,BSEE,890,920,2020,Lahore,Government College University (GCU)
male,Other,Islamabad,Pashto,Nothing,3,Engrr,House Wife,Pre-Engrr,BSEE,720,792,2019,Peshawar,UET
female,Baloch,Mardan,Urdu,Sports,1.5,Army,House Wife,CS,BSCS,900,900,2019,Peshawar,Abdul Wali Khan University
female,Punjabi,Lahore,Urdu,Gaming,4,Engrr,Doctor,Pre-Engrr,BSCivil,830,860,2020,Islamabad,AU (Air University)
female,Punjabi,Kohat,Urdu,Nothing,8,Engrr,Doctor,Commerce,BSEconomics,823,852,2020,Lahore,Government College University (GCU)
female,Other,Abbotabad,Urdu,Sports,3,Engrr,House Wife,Commerce,BBA,846,982,2019,Islamabad,Iqra University
male,Other,Islamabad,Urdu,Gaming,6,Doctor,Doctor,Pre-Engrr,BSEE,980,963,2019,Lahore,LUMS
male,Other,Peshawar,Urdu,Reading,6,Engrr,Doctor,Pre-Engrr,BSBotany,869,875,2019,Lahore,Government College University (GCU)
female,Pashtun,Peshawar,Urdu,Writing,1,Engrr,Doctor,CS,BSAI,956,974,2020,Islamabad,Bahria University
male,Kashmiris,Abbotabad,Urdu,Writing,2,Doctor,Doctor,Pre-Med,MBBS,800,900,2019,Peshawar,KMC
female,Punjabi,Lahore,Urdu,Nothing,6.7,Engrr,Doctor,Commerce,BSEconomics,890,841,2019,Lahore,Government College University (GCU)
female,Punjabi,Kohat,Urdu,Nothing,8,Engrr,Doctor,Commerce,BSEconomics,823,852,2020,Lahore,Government College University (GCU)
male,Baloch,Karachi,Urdu,Gaming,2,Engrr,House Wife,CS,BSCS,823,852,2019,Karachi,NED
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,Pre-Med,MBBS,1010,900,2019,Karachi,Aga Khan
female,Punjabi,Islamabad,Urdu,Gaming,2,Engrr,House Wife,Pre-Med,BSPharmacy,752,750,2019,Peshawar,CECOS
female,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSCS,900,900,2019,Peshawar,Abdul Wali Khan University
female,Other,Karachi,Urdu,Gaming,3,Doctor,House Wife,CS,BSCS,818,843,2020,Islamabad,Iqra University
male,Other,Peshawar,Urdu,Gaming,10,Doctor,House Wife,Pre-Med,Pharmacology,863,898,2020,Peshawar,Northwest School of Medicine
male,Punjabi,Lahore,Punjabi,Sports,3.8,Doctor,House Wife,Pre-Med,MBBS,1010,896,2020,Lahore,PU (University of Punjab)
male,Pashtun,Kohat,Urdu,Gaming,4,Retired,House-Wife,CS,BSDataScience,950,940,2023,Peshawar,IMsciences
male,Other,Peshawar,Urdu,Nothing,2.5,Engrr,Doctor,Pre-Engrr,BBA,844,980,2020,Islamabad,AU (Air University)
female,Sindhi,Karachi,Urdu,Nothing,6.3,Doctor,Teacher,Pre-Engrr,BSEE,1001,1000,2019,Karachi,Aga Khan
female,Punjabi,Peshawar,Urdu,Reading,6.5,Teacher,Teacher,CS,BSCS,967,970,2020,Lahore,Government College University (GCU)
male,Baloch,Abbotabad,Urdu,Nothing,1.5,Doctor,Teacher,CS,BSCS,980,910,2019,Islamabad,FAST NUCES
female,Other,Islamabad,Urdu,Writing,3,Engrr,Doctor,Pre-Engrr,BSMech,866,800,2019,Islamabad,AU (Air University)
male,Sindhi,Other,Urdu,Gaming,2,Engrr,House Wife,Pre-Engrr,BSEE,890,900,2019,Peshawar,UET
male,Other,Islamabad,Punjabi,Gaming,8,Doctor,Teacher,Pre-Engrr,BSEE,978,1005,2019,Karachi,Aga Khan
male,Other,Karachi,Urdu,Writing,2,Teacher,House Wife,CS,BSCS,900,870,2020,Islamabad,FAST NUCES
female,Punjabi,Islamabad,Lahore,Nothing,2,Retired,Doctor,Pre-Engrr,BSIT,950,806,2020,Islamabad,Bahria University
male,Other,Kohat,Hinko,Nothing,2,Engrr,House Wife,Commerce,BBA,920,980,2019,Peshawar,IMsciences
male,Punjabi,Islamabad,Urdu,Gaming,2,Retired,House Wife,CS,BSIT,902,956,2020,Lahore,Bahria University
male,Other,Lahore,Urdu,Nothing,3,Army,Doctor,Pre-Med,MBBS,980,999,2019,Lahore,UHS
male,Punjabi,Islamabad,Urdu,Sports,2,Engrr,House Wife,Commerce,BBA,865,741,2019,Islamabad,Iqra University
male,Brahuis,Lahore,Urdu,Gaming,1,Teacher,Teacher,CS,BSCS,960,970,2019,Islamabad,FAST NUCES
male,Baloch,Karachi,Urdu,Reading,3,Retired,Doctor,Pre-Engrr,BSEconomics,823,852,2019,Karachi,NED
male,Punjabi,Lahore,Punjabi,Nothing,4,Engrr,Doctor,Commerce,BSCS,763,799,2019,Lahore,UMT
female,Pashtun,Peshawar,Urdu,Gaming,2,Engrr,Doctor,CS,BSCS,999,980,2019,Islamabad,COMSATS
male,Pashtun,Kohat,Pashto,Sports,2,Retired,Doctor,Pre-Engrr,BSMech,704,841,2019,Peshawar,CECOS
male,Muhajirs,Quetta,Urdu,Sports,2,Teacher,House Wife,Pre-Engrr,BSSE,900,700,2019,Islamabad,FAST NUCES
female,Punjabi,Lahore,Urdu,Gaming,1.5,Engrr,Doctor,Pre-Med,BSBotany,752,750,2019,Peshawar,Abasyn University
female,Other,Islamabad,Urdu,Nothing,3,Doctor,House Wife,Commerce,BSAF,765,963,2019,Islamabad,Iqra University
female,Pashtun,Peshawar,Urdu,Nothing,1.3,Retired,Teacher,CS,BSAI,985,987,2019,Peshawar,Abdul Wali Khan University
female,Baloch,Mardan,Urdu,Sports,2,Army,House Wife,CS,BSCS,900,900,2019,Peshawar,Abdul Wali Khan University
male,Pashtun,Peshawar,Urdu,Gaming,4,Doctor,Teacher,Pre-Engrr,BSCivil,990,899,2019,Peshawar,IMsciences
female,Punjabi,Lahore,Punjabi,Gaming,1.5,Engrr,House Wife,Pre-Engrr,BSCivil,823,852,2020,Karachi,NED
female,Punjabi,Sialkot,Urdu,Nothing,4,Teacher,House Wife,Pre-Med,BSBiotechnology,988,963,2020,Islamabad,PU (University of Punjab)
male,Punjabi,Lahore,Urdu,Writing,3,Doctor,House Wife,Pre-Med,MBBS,980,1002,2019,Lahore,UHS
male,Punjabi,Lahore,Punjabi,Gaming,3,Teacher,House Wife,Pre-Engrr,BSCS,985,793,2019,Lahore,UMT
male,Brahuis,Quetta,Urdu,Gaming,3,Doctor,Teacher,Pre-Engrr,BSEE,790,820,2019,Peshawar,IMsciences
male,Brahuis,Quetta,Urdu,Gaming,2,Doctor,Teacher,Pre-Engrr,BSEE,790,820,2019,Peshawar,IMsciences
male,Pashtun,Peshawar,Pashto,Reading,0.9,Doctor,Doctor,Pre-Med,BSBotany,800,870,2020,Islamabad,Quaid-i-Azam University (QAU)
male,Punjabi,Lahore,Urdu,Writing,2,Engrr,House Wife,Pre-Engrr,BSCS,823,852,2019,Karachi,NED
female,Sindhi,Islamabad,Sindhi,Gaming,4,Retired,Doctor,Commerce,BBA,806,963,2019,Karachi,IBA
female,Other,Peshawar,Hinko,Gaming,4,Retired,Doctor,Commerce,BBA,970,870,2019,Peshawar,IMsciences
male,Other,Karachi,Urdu,Nothing,1,Doctor,House Wife,Commerce,BSAF,888,746,2020,Islamabad,Iqra University
male,Punjabi,Islamabad,Punjabi,Nothing,2,Engrr,Doctor,Commerce,BBA,970,920,2019,Islamabad,COMSATS
male,Pashtun,Kohat,Urdu,Gaming,1,Engrr,House Wife,Pre-Engrr,BSMech,800,890,2019,Peshawar,UOP
male,Punjabi,Islamabad,Urdu,Nothing,1,Engrr,House Wife,Pre-Med,MBBS,892,900,2019,Peshawar,KMC
male,Other,Karachi,Urdu,Gaming,6.5,Doctor,Teacher,CS,BSCS,1010,900,2019,Karachi,Aga Khan
male,Pashtun,Peshawar,Urdu,Nothing,3,Retired,Teacher,Pre-Engrr,BSCS,965,879,2020,Peshawar,FAST NUCES
male,Sindhi,Karachi,Sindhi,Nothing,0.6,Engrr,Teacher,Pre-Med,MBBS,845,876,2019,Peshawar,KMC
male,Other,Islamabad,Punjabi,Gaming,7,Doctor,Teacher,Pre-Med,MBBS,999,1003,2019,Karachi,Aga Khan
male,Pashtun,Kohat,Pashto,Gaming,9,Doctor,House Wife,Pre-Med,MBBS,975,975,2020,Peshawar,Jinnah Medical College
female,Punjabi,Islamabad,Urdu,Nothing,3,Doctor,Teacher,Commerce,BBA,967,1010,2020,Islamabad,FAST NUCES
male,Pashtun,Peshawar,Urdu,Nothing,0.6,Doctor,House Wife,Pre-Med,MBBS,987,859,2020,Peshawar,KMC
female,Punjabi,Lahore,Punjabi,Writing,3,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
female,Other,Lahore,Punjabi,Sports,3,Engrr,Doctor,Pre-Med,BSBiotechnology,1000,985,2019,Lahore,UMT
male,Pashtun,Kohat,Pashto,Gaming,10,Doctor,House Wife,Pre-Med,MBBS,975,975,2020,Peshawar,Jinnah Medical College
male,Sindhi,Other,Urdu,Gaming,4,Engrr,House Wife,Pre-Engrr,BSEE,890,900,2019,Peshawar,UET
male,Other,Lahore,Urdu,Gaming,1,Doctor,Teacher,Pre-Engrr,BSEE,1009,920,2019,Islamabad,NUST
female,Pashtun,Kohat,Urdu,Nothing,7,Engrr,Doctor,Commerce,BSEconomics,920,740,2019,Lahore,Government College University (GCU)
male,Punjabi,Lahore,Urdu,Nothing,1,Retired,Teacher,Pre-Engrr,BSEE,985,987,2020,Peshawar,Abasyn University
male,Pashtun,Kohat,Hinko,Gaming,2,Engrr,Teacher,Pre-Engrr,BSMech,780,810,2019,Peshawar,IMsciences
male,Punjabi,Islamabad,Urdu,Gaming,3,Doctor,Teacher,CS,BSCS,985,999,2020,Islamabad,FAST NUCES
male,Pashtun,Peshawar,Pashto,Gaming,3,Engrr,House Wife,Pre-Engrr,BSEE,640,740,2019,Peshawar,UET
male,Baloch,Abbotabad,Urdu,Nothing,2,Doctor,Teacher,CS,BSCS,980,910,2019,Islamabad,FAST NUCES
male,Punjabi,Kohat,Urdu,Nothing,2,Engrr,House Wife,Pre-Engrr,BSCS,998,842,2020,Peshawar,FAST NUCES
female,Sindhi,Karachi,Sindhi,Sports,3,Doctor,House Wife,Commerce,BBA,850,845,2019,Karachi,IBA
female,Brahuis,Other,Urdu,Gaming,1.3,Engrr,House Wife,CS,BSCS,970,868,2019,Peshawar,FAST NUCES
male,Punjabi,Abbotabad,Urdu,Gaming,3,Engrr,Doctor,Pre-Engrr,BSEconomics,823,852,2020,Karachi,Iqra University
male,Other,Islamabad,Punjabi,Nothing,7,Doctor,Teacher,Pre-Engrr,BSMech,1000,1003,2019,Lahore,LUMS
male,Other,Karachi,Urdu,Gaming,2,Doctor,Teacher,CS,BSCS,880,920,2019,Islamabad,COMSATS
male,Punjabi,Lahore,Punjabi,Gaming,3.8,Doctor,Teacher,Pre-Med,MBBS,924,874,2020,Lahore,PU (University of Punjab)
male,Punjabi,Islamabad,Punjabi,Writing,1.5,Army,House Wife,CS,BSEconomics,823,852,2019,Karachi,NED
female,Pashtun,Karachi,Pashto,Writing,4,Retired,Doctor,Commerce,BSEconomics,895,789,2019,Karachi,IBA
male,Punjabi,Lahore,Punjabi,Writing,1.5,Engrr,Doctor,Pre-Engrr,BSMech,980,950,2019,Islamabad,NUST
male,Sindhi,Karachi,Urdu,Gaming,6.3,Army,Doctor,Pre-Med,MBBS,1000,998,2019,Karachi,Aga Khan
male,Other,Kohat,Hinko,Gaming,9,Doctor,House Wife,Pre-Med,Biochemistry,1023,1023,2020,Peshawar,Jinnah Medical College
male,Punjabi,Islamabad,Urdu,Nothing,3.8,Doctor,House Wife,Pre-Med,MBBS,952,812,2020,Islamabad,PU (University of Punjab)
male,Baloch,Karachi,Pashto,Nothing,1.2,Retired,Doctor,Pre-Engrr,BSSE,985,987,2020,Peshawar,Abasyn University
